sentence_id,sentence,entities
1,"Because the game of hide - and - seek was still going on , it took Edmund and Lucy some time to find the others .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
2,"But when at last they were all together ( which happened in the long room , where the suit of armour was ) Lucy burst out ,","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
3,""" Peter !","[{""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ADDRESSED""}]"
4,Susan !,"[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ADDRESSED""}]"
5,It 's all true .,"[]"
6,Edmund has seen it too .,"[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
7,There is a country you can get to through the wardrobe .,"[]"
8,Edmund and I both got in .,"[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
9,"We met one another in there , in the wood .","[]"
10,"Go on , Edmund ; tell them all about it . ""","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ADDRESSED""}]"
11,""" What 's all this about , Ed ? "" said Peter .","[{""text"": ""Ed"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ADDRESSED""}, {""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
12,And now we come to one of the nastiest things in this story .,"[]"
13,"Up to that moment Edmund had been feeling sick , and sulky , and annoyed with Lucy for being right , but he had n't made up his mind what to do .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
14,When Peter suddenly asked him the question he decided all at once to do the meanest and most spiteful thing he could think of .,"[{""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
15,He decided to let Lucy down .,"[{""text"": ""He"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
16,""" Tell us , Ed , "" said Susan .","[{""text"": ""Ed"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ADDRESSED""}, {""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
17,"And Edmund gave a very superior look as if he were far older than Lucy ( there was really only a year 's difference ) and then a little snigger and said , "" Oh , yes , Lucy and I have been playing -- pretending that all her story about a country in the wardrobe is true .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
18,"Just for fun , of course .","[]"
19,There 's nothing there really . ""","[]"
20,Poor Lucy gave Edmund one look and rushed out of the room .,"[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
21,"Edmund , who was becoming a nastier person every minute , thought that he had scored a great success , and went on at once to say , "" There she goes again .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
22,What 's the matter with her ?,"[]"
23,"That 's the worst of young kids , they always -- ""","[]"
24,""" Look here , "" said Peter turning on him savagely , "" shut up !","[{""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
25,You 've been perfectly beastly to Lu ever since she started this nonsense about the wardrobe and now you go playing games with her about it and setting her off again .,"[{""text"": ""Lu"", ""canonical"": ""Lucy Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
26,I believe you did it simply out of spite . ""","[]"
