sentence_id,sentence,entities
1,""" But what are you ? "" said the Queen again .","[{""text"": ""the Queen"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_SPEAKER""}]"
2,""" Are you a great overgrown dwarf that has cut off its beard . ""","[]"
3,""" No , your Majesty , "" said Edmund , "" I never had a beard , I 'm a boy . ""","[{""text"": ""your Majesty"", ""canonical"": ""Jadis"", ""label"": ""ADDRESSED""}, {""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
4,""" A boy ! "" said she .","[{""text"": ""she"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_SPEAKER""}]"
5,""" Do you mean you are a Son of Adam ? ""","[{""text"": ""Son of Adam"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MISCELLANEOUS""}]"
6,"Edmund stood still , saying nothing .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
7,"He was too confused by this time to understand what the question meant .","[{""text"": ""He"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
8,""" I see you are an idiot , whatever else you may be , "" said the Queen .","[{""text"": ""the Queen"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_SPEAKER""}]"
9,""" Answer me , once and for all , or I shall lose my patience .","[]"
10,"Are you human ? ""","[]"
11,""" Yes , your Majesty , "" said Edmund .","[{""text"": ""your Majesty"", ""canonical"": ""Jadis"", ""label"": ""ADDRESSED""}, {""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
12,""" And how , pray , did you come to enter my dominions ? ""","[]"
13,""" Please , your Majesty , I came in through a wardrobe . ""","[{""text"": ""your Majesty"", ""canonical"": ""Jadis"", ""label"": ""ADDRESSED""}]"
14,""" A wardrobe ?","[]"
15,"What do you mean ? ""","[]"
16,""" I -- I opened a door and just found myself here , your Majesty , "" said Edmund .","[{""text"": ""your Majesty"", ""canonical"": ""Jadis"", ""label"": ""ADDRESSED""}, {""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
17,""" Ha ! "" said the Queen , speaking more to herself than to him .","[{""text"": ""the Queen"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""him"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
18,""" A door .","[]"
19,"A door from the world of men !","[]"
20,"I have heard of such things .","[]"
21,"This may wreck all .","[]"
