sentence_id,sentence,entities
1,"Now we must go back to Edmund .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
2,"When he had been made to walk far further than he had ever known that anybody _could_ walk , the Witch at last halted in a dark valley all overshadowed with fir trees and yew trees .","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""the Witch"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_PERFORMER""}]"
3,"Edmund simply sank down and lay on his face , doing nothing at all and not even caring what was going to happen next provided they would let him lie still .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
4,"He was too tired even to notice how hungry and thirsty he was .","[{""text"": ""He"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
5,"The Witch and the Dwarf were talking close beside him in low tones .","[{""text"": ""The Witch"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""the Dwarf"", ""canonical"": ""Dwarf"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""him"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
6,""" No , "" said the Dwarf , "" it is no use now , O Queen .","[{""text"": ""the Dwarf"", ""canonical"": ""Dwarf"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Queen"", ""canonical"": ""Jadis"", ""label"": ""ADDRESSED""}]"
7,"They must have reached the Stone Table by now . ""","[]"
8,""" Perhaps the Wolf will smell us out and bring us news , "" said the Witch .","[{""text"": ""the Wolf"", ""canonical"": ""Wolf"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""the Witch"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_SPEAKER""}]"
9,""" It can not be good news if he does , "" said the Dwarf .","[{""text"": ""he"", ""canonical"": ""Wolf"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""the Dwarf"", ""canonical"": ""Dwarf"", ""label"": ""ACTIVE_SPEAKER""}]"
10,""" Four thrones in Cair Paravel , "" said the Witch .","[{""text"": ""the Witch"", ""canonical"": ""Jadis"", ""label"": ""ACTIVE_SPEAKER""}]"
