sentence_id,sentence,entities
1,"Lucy ran out of the empty room into the passage and found the other three .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
2,""" It 's all right , "" she repeated , "" I 've come back . ""","[{""text"": ""she"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
3,""" What on earth are you talking about , Lucy ? "" asked Susan .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ADDRESSED""}, {""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
4,""" Why ? "" said Lucy in amazement , "" have n't you all been wondering where I was ? ""","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
5,""" So you 've been hiding , have you ? "" said Peter .","[{""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
6,""" Poor old Lu , hiding and nobody noticed !","[{""text"": ""Lu"", ""canonical"": ""Lucy Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
7,"You 'll have to hide longer than that if you want people to start looking for you . ""","[]"
8,""" But I 've been away for hours and hours , "" said Lucy .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
9,"The others all stared at one another .","[]"
10,""" Batty ! "" said Edmund tapping his head .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
11,""" Quite batty . ""","[]"
12,""" What do you mean , Lu ? "" asked Peter .","[{""text"": ""Lu"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ADDRESSED""}, {""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
13,""" What I said , "" answered Lucy .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
14,""" It was just after breakfast when I went into the wardrobe , and I 've been away for hours and hours , and had tea , and all sorts of things have happened . ""","[]"
15,""" Do n't be silly , Lucy , "" said Susan .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ADDRESSED""}, {""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
16,""" We 've only just come out of that room a moment ago , and you were there then . ""","[]"
17,""" She 's not being silly at all , "" said Peter , "" she 's just making up a story for fun , are n't you , Lu ?","[{""text"": ""She"", ""canonical"": ""Lucy Pevensie"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""she"", ""canonical"": ""Lucy Pevensie"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Lu"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ADDRESSED""}]"
18,"And why should n't she ? ""","[{""text"": ""she"", ""canonical"": ""Lucy Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
19,""" No , Peter , I 'm not , "" she said .","[{""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ADDRESSED""}, {""text"": ""she"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
20,""" It 's -- it 's a magic wardrobe .","[]"
21,"There 's a wood inside it , and it 's snowing , and there 's a Faun and a witch and it 's called Narnia ; come and see . ""","[{""text"": ""Faun"", ""canonical"": ""Mr. Tumnus"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""witch"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]"
22,"The others did not know what to think , but Lucy was so excited that they all went back with her into the room .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
23,"She rushed ahead of them , flung open the door of the wardrobe and cried , "" Now ! go in and see for yourselves . ""","[{""text"": ""She"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
24,""" Why , you goose , "" said Susan , putting her head inside and pulling the fur coats apart , "" it 's just an ordinary wardrobe , look ! there 's the back of it . ""","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
25,"Then everyone looked in and pulled the coats apart ; and they all saw -- Lucy herself saw -- a perfectly ordinary wardrobe .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
26,"There was no wood and no snow , only the back of the wardrobe , with hooks on it .","[]"
27,"Peter went in and rapped his knuckles on it to make sure that it was solid .","[{""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
28,""" A jolly good hoax , Lu , "" he said as he came out again , "" you have really taken us in , I must admit .","[{""text"": ""Lu"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ADDRESSED""}, {""text"": ""he"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
29,"We half believed you . ""","[]"
30,""" But it was n't a hoax at all , "" said Lucy , "" really and truly .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
31,"It was all different a moment ago .","[]"
32,"Honestly it was .","[]"
33,"I promise . ""","[]"
34,""" Come , Lu , "" said Peter , "" that 's going a bit far .","[{""text"": ""Lu"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ADDRESSED""}, {""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
35,"You 've had your joke .","[]"
36,"Had n't you better drop it now ? ""","[]"
37,"Lucy grew very red in the face and tried to say something , though she hardly knew what she was trying to say , and burst into tears .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
38,"For the next few days she was very miserable .","[{""text"": ""she"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
39,"She could have made it up with the others quite easily at any moment if she could have brought herself to say that the whole thing was only a story made up for fun .","[{""text"": ""She"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
40,"But Lucy was a very truthful girl and she knew that she was really in the right ; and she could not bring herself to say this .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
41,"The others who thought she was telling a lie , and a silly lie too , made her very unhappy .","[{""text"": ""she"", ""canonical"": ""Lucy Pevensie"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""her"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
42,"The two elder ones did this without meaning to do it , but Edmund could be spiteful , and on this occasion he was spiteful .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
43,"He sneered and jeered at Lucy and kept on asking her if she 'd found any other new countries in other cupboards all over the house .","[{""text"": ""He"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
44,"What made it worse was that these days ought to have been delightful .","[]"
45,"The weather was fine and they were out of doors from morning to night , bathing , fishing , climbing trees , birds ' nesting , and lying in the heather .","[]"
46,"But Lucy could not properly enjoy any of it .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
47,"And so things went on until the next wet day .","[]"
48,"That day , when it came to the afternoon and there was still no sign of a break in the weather , they decided to play hide - and - seek .","[]"
49,"Susan was "" It "" and as soon as the others scattered to hide , Lucy went to the room where the wardrobe was .","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
50,"She did not mean to hide in the wardrobe , because she knew that would only set the others talking again about the whole wretched business .","[{""text"": ""She"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
51,"But she did want to have one more look inside it ; for by this time she was beginning to wonder herself whether Narnia and the Faun had not been a dream .","[{""text"": ""she"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""Faun"", ""canonical"": ""Mr. Tumnus"", ""label"": ""MENTIONED_ONLY""}]"
52,"The house was so large and complicated and full of hiding places that she thought she would have time to have one look into the wardrobe and then hide somewhere else .","[{""text"": ""she"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
53,"But as soon as she reached it she heard steps in the passage outside , and then there was nothing for it but to jump into the wardrobe and hold the door closed behind her .","[{""text"": ""she"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
54,"She did not shut it properly because she knew that it is very silly to shut oneself into a wardrobe , even if it is not a magic one .","[{""text"": ""She"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
55,"Now the steps she had heard were those of Edmund ; and he came into the room just in time to see Lucy vanishing into the wardrobe .","[{""text"": ""she"", ""canonical"": ""Lucy Pevensie"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
56,"He at once decided to get into it himself -- not because he thought it a particularly good place to hide but because he wanted to go on teasing her about her imaginary country .","[{""text"": ""He"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""her"", ""canonical"": ""Lucy Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
57,"He opened the door .","[{""text"": ""He"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
58,"There were the coats hanging up as usual , and a smell of mothballs , and darkness and silence , and no sign of Lucy .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
59,""" She thinks I 'm Susan come to catch her , "" said Edmund to himself , "" and so she 's keeping very quiet in at the back . ""","[{""text"": ""She"", ""canonical"": ""Lucy Pevensie"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
60,"He jumped in and shut the door , forgetting what a very foolish thing this is to do .","[{""text"": ""He"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
61,"Then he began feeling about for Lucy in the dark .","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
62,"He had expected to find her in a few seconds and was very surprised when he did not .","[{""text"": ""He"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""her"", ""canonical"": ""Lucy Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
63,"He decided to open the door again and let in some light .","[{""text"": ""He"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
64,"But he could not find the door either .","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
65,"He did n't like this at all and began groping wildly in every direction ; he even shouted out .","[{""text"": ""He"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
66,""" Lucy !","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ADDRESSED""}]"
67,"Lu !","[{""text"": ""Lu"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ADDRESSED""}]"
68,"Where are you ?","[]"
69,"I know you 're here . ""","[]"
70,"There was no answer and Edmund noticed that his own voice had a curious sound -- not the sound you expect in a cupboard but a kind of open - air sound .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
71,"He also noticed that he was unexpectedly cold ; and then he saw a light .","[{""text"": ""He"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]"
72,""" Thank goodness , "" said Edmund , "" the door must have swung open of its own accord . ""","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]"
73,"He forgot all about Lucy and went towards the light which he thought was the open door of the wardrobe .","[{""text"": ""He"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
74,"But instead of finding himself stepping out into the spare room he found himself stepping out from the shadow of some thick dark fir trees into an open place in the middle of a wood .","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]"
75,"There was crisp , dry snow under his feet and more snow lying on the branches of the trees .","[{""text"": ""his"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}]"
76,"Overhead there was a pale blue sky , the sort of sky one sees on a fine winter day in the morning .","[]"
